nombre,rut,curso,seccion,asignatura,profesor,fecha,tipo,nota,tema
Martina Fernández Díaz,10000004-0,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-05-12,tarea,5.7,Figuras Geométricas
Martina Fernández Díaz,10000004-0,1ro Básico,A,Historia,Prof. Claudia Soto,2025-05-20,tarea,5.1,Mi Familia y Comunidad
Martina Fernández Díaz,10000004-0,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-06-03,prueba,5.8,Lectura de Palabras
Martina Fernández Díaz,10000004-0,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-06-10,prueba,5.6,Números hasta el 50
Martina Fernández Díaz,10000004-0,1ro Básico,A,Ciencias,Prof. Roberto Muñoz,2025-06-18,tarea,4.6,El Cuerpo Humano
Lucas Muñoz Vargas,10000005-9,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-03-15,prueba,5.0,Números hasta el 20
Lucas Muñoz Vargas,10000005-9,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-03-20,tarea,4.8,Comprensión Lectora
Lucas Muñoz Vargas,10000005-9,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-04-10,prueba,6.2,Suma y Resta Básica
Lucas Muñoz Vargas,10000005-9,1ro Básico,A,Ciencias,Prof. Roberto Muñoz,2025-04-15,tarea,6.6,Los Seres Vivos
Lucas Muñoz Vargas,10000005-9,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-05-05,prueba,6.9,Las Vocales y Consonantes
Lucas Muñoz Vargas,10000005-9,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-05-12,tarea,5.2,Figuras Geométricas
Lucas Muñoz Vargas,10000005-9,1ro Básico,A,Historia,Prof. Claudia Soto,2025-05-20,tarea,5.6,Mi Familia y Comunidad
Lucas Muñoz Vargas,10000005-9,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-06-03,prueba,6.6,Lectura de Palabras
Lucas Muñoz Vargas,10000005-9,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-06-10,prueba,5.2,Números hasta el 50
Lucas Muñoz Vargas,10000005-9,1ro Básico,A,Ciencias,Prof. Roberto Muñoz,2025-06-18,tarea,4.8,El Cuerpo Humano
Isidora Ramírez Soto,10000006-7,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-03-15,prueba,6.6,Números hasta el 20
Isidora Ramírez Soto,10000006-7,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-03-20,tarea,5.3,Comprensión Lectora
Isidora Ramírez Soto,10000006-7,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-04-10,prueba,4.6,Suma y Resta Básica
Isidora Ramírez Soto,10000006-7,1ro Básico,A,Ciencias,Prof. Roberto Muñoz,2025-04-15,tarea,4.8,Los Seres Vivos
Isidora Ramírez Soto,10000006-7,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-05-05,prueba,5.9,Las Vocales y Consonantes
Isidora Ramírez Soto,10000006-7,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-05-12,tarea,5.7,Figuras Geométricas
Isidora Ramírez Soto,10000006-7,1ro Básico,A,Historia,Prof. Claudia Soto,2025-05-20,tarea,4.1,Mi Familia y Comunidad
Isidora Ramírez Soto,10000006-7,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-06-03,prueba,5.6,Lectura de Palabras
Isidora Ramírez Soto,10000006-7,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-06-10,prueba,4.2,Números hasta el 50
Isidora Ramírez Soto,10000006-7,1ro Básico,A,Ciencias,Prof. Roberto Muñoz,2025-06-18,tarea,6.4,El Cuerpo Humano
Agustín Contreras Núñez,10000007-5,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-03-15,prueba,5.1,Números hasta el 20
Agustín Contreras Núñez,10000007-5,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-03-20,tarea,6.1,Comprensión Lectora
Agustín Contreras Núñez,10000007-5,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-04-10,prueba,6.8,Suma y Resta Básica
Agustín Contreras Núñez,10000007-5,1ro Básico,A,Ciencias,Prof. Roberto Muñoz,2025-04-15,tarea,6.6,Los Seres Vivos
Agustín Contreras Núñez,10000007-5,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-05-05,prueba,6.9,Las Vocales y Consonantes
Agustín Contreras Núñez,10000007-5,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-05-12,tarea,5.7,Figuras Geométricas
Agustín Contreras Núñez,10000007-5,1ro Básico,A,Historia,Prof. Claudia Soto,2025-05-20,tarea,5.7,Mi Familia y Comunidad
Agustín Contreras Núñez,10000007-5,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-06-03,prueba,4.5,Lectura de Palabras
Agustín Contreras Núñez,10000007-5,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-06-10,prueba,6.0,Números hasta el 50
Agustín Contreras Núñez,10000007-5,1ro Básico,A,Ciencias,Prof. Roberto Muñoz,2025-06-18,tarea,5.1,El Cuerpo Humano
Emilia Sepúlveda Morales,10000008-3,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-03-15,prueba,5.7,Números hasta el 20
Emilia Sepúlveda Morales,10000008-3,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-03-20,tarea,4.3,Comprensión Lectora
Emilia Sepúlveda Morales,10000008-3,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-04-10,prueba,5.1,Suma y Resta Básica
Emilia Sepúlveda Morales,10000008-3,1ro Básico,A,Ciencias,Prof. Roberto Muñoz,2025-04-15,tarea,6.0,Los Seres Vivos
Emilia Sepúlveda Morales,10000008-3,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-05-05,prueba,6.4,Las Vocales y Consonantes
Emilia Sepúlveda Morales,10000008-3,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-05-12,tarea,5.7,Figuras Geométricas
Emilia Sepúlveda Morales,10000008-3,1ro Básico,A,Historia,Prof. Claudia Soto,2025-05-20,tarea,6.7,Mi Familia y Comunidad
Emilia Sepúlveda Morales,10000008-3,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-06-03,prueba,4.5,Lectura de Palabras
Emilia Sepúlveda Morales,10000008-3,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-06-10,prueba,4.3,Números hasta el 50
Emilia Sepúlveda Morales,10000008-3,1ro Básico,A,Ciencias,Prof. Roberto Muñoz,2025-06-18,tarea,5.7,El Cuerpo Humano
Tomás Gutiérrez Herrera,10000009-1,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-03-15,prueba,6.5,Números hasta el 20
Tomás Gutiérrez Herrera,10000009-1,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-03-20,tarea,5.0,Comprensión Lectora
Tomás Gutiérrez Herrera,10000009-1,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-04-10,prueba,6.3,Suma y Resta Básica
Tomás Gutiérrez Herrera,10000009-1,1ro Básico,A,Ciencias,Prof. Roberto Muñoz,2025-04-15,tarea,6.2,Los Seres Vivos
Tomás Gutiérrez Herrera,10000009-1,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-05-05,prueba,5.2,Las Vocales y Consonantes
Tomás Gutiérrez Herrera,10000009-1,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-05-12,tarea,5.8,Figuras Geométricas
Tomás Gutiérrez Herrera,10000009-1,1ro Básico,A,Historia,Prof. Claudia Soto,2025-05-20,tarea,5.7,Mi Familia y Comunidad
Tomás Gutiérrez Herrera,10000009-1,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-06-03,prueba,5.8,Lectura de Palabras
Tomás Gutiérrez Herrera,10000009-1,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-06-10,prueba,6.3,Números hasta el 50
Tomás Gutiérrez Herrera,10000009-1,1ro Básico,A,Ciencias,Prof. Roberto Muñoz,2025-06-18,tarea,5.3,El Cuerpo Humano
Amanda Vega Campos,10000010-5,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-03-15,prueba,6.2,Números hasta el 20
Amanda Vega Campos,10000010-5,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-03-20,tarea,4.3,Comprensión Lectora
Amanda Vega Campos,10000010-5,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-04-10,prueba,4.7,Suma y Resta Básica
Amanda Vega Campos,10000010-5,1ro Básico,A,Ciencias,Prof. Roberto Muñoz,2025-04-15,tarea,5.2,Los Seres Vivos
Amanda Vega Campos,10000010-5,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-05-05,prueba,6.9,Las Vocales y Consonantes
Amanda Vega Campos,10000010-5,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-05-12,tarea,4.0,Figuras Geométricas
Amanda Vega Campos,10000010-5,1ro Básico,A,Historia,Prof. Claudia Soto,2025-05-20,tarea,6.4,Mi Familia y Comunidad
Amanda Vega Campos,10000010-5,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-06-03,prueba,4.9,Lectura de Palabras
Amanda Vega Campos,10000010-5,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-06-10,prueba,4.7,Números hasta el 50
Amanda Vega Campos,10000010-5,1ro Básico,A,Ciencias,Prof. Roberto Muñoz,2025-06-18,tarea,4.5,El Cuerpo Humano
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-03-15,prueba,6.3,Números hasta el 20
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-03-20,tarea,6.6,Comprensión Lectora
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-04-10,prueba,4.3,Suma y Resta Básica
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Ciencias,Prof. Roberto Muñoz,2025-04-15,tarea,6.2,Los Seres Vivos
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-05-05,prueba,4.3,Las Vocales y Consonantes
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-05-12,tarea,5.2,Figuras Geométricas
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Historia,Prof. Claudia Soto,2025-05-20,tarea,5.9,Mi Familia y Comunidad
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-06-03,prueba,5.8,Lectura de Palabras
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-06-10,prueba,6.9,Números hasta el 50
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Ciencias,Prof. Roberto Muñoz,2025-06-18,tarea,5.8,El Cuerpo Humano
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-03-15,prueba,4.4,Números hasta el 20
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-03-20,tarea,4.9,Comprensión Lectora
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-04-10,prueba,6.7,Suma y Resta Básica
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Ciencias,Prof. Roberto Muñoz,2025-04-15,tarea,6.2,Los Seres Vivos
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-05-05,prueba,6.4,Las Vocales y Consonantes
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-05-12,tarea,6.7,Figuras Geométricas
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Historia,Prof. Claudia Soto,2025-05-20,tarea,4.1,Mi Familia y Comunidad
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-06-03,prueba,6.7,Lectura de Palabras
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-06-10,prueba,6.0,Números hasta el 50
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Ciencias,Prof. Roberto Muñoz,2025-06-18,tarea,5.8,El Cuerpo Humano
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-03-15,prueba,6.3,Números hasta el 20
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-03-20,tarea,5.8,Comprensión Lectora
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-04-10,prueba,4.1,Suma y Resta Básica
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Ciencias,Prof. Roberto Muñoz,2025-04-15,tarea,5.0,Los Seres Vivos
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-05-05,prueba,5.1,Las Vocales y Consonantes
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-05-12,tarea,4.8,Figuras Geométricas
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Historia,Prof. Claudia Soto,2025-05-20,tarea,5.8,Mi Familia y Comunidad
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-06-03,prueba,4.3,Lectura de Palabras
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-06-10,prueba,5.1,Números hasta el 50
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Ciencias,Prof. Roberto Muñoz,2025-06-18,tarea,4.7,El Cuerpo Humano
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-03-15,prueba,5.5,Números hasta el 20
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-03-20,tarea,6.2,Comprensión Lectora
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-04-10,prueba,6.2,Suma y Resta Básica
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Ciencias,Prof. Roberto Muñoz,2025-04-15,tarea,6.4,Los Seres Vivos
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-05-05,prueba,4.9,Las Vocales y Consonantes
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-05-12,tarea,5.7,Figuras Geométricas
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Historia,Prof. Claudia Soto,2025-05-20,tarea,4.2,Mi Familia y Comunidad
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-06-03,prueba,5.4,Lectura de Palabras
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-06-10,prueba,6.9,Números hasta el 50
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Ciencias,Prof. Roberto Muñoz,2025-06-18,tarea,6.5,El Cuerpo Humano
Nicolás Jara Ríos,10000015-6,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-03-15,prueba,4.3,Números hasta el 20
Nicolás Jara Ríos,10000015-6,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-03-20,tarea,7.0,Comprensión Lectora
Nicolás Jara Ríos,10000015-6,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-04-10,prueba,5.7,Suma y Resta Básica
Nicolás Jara Ríos,10000015-6,1ro Básico,A,Ciencias,Prof. Roberto Muñoz,2025-04-15,tarea,5.6,Los Seres Vivos
Nicolás Jara Ríos,10000015-6,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-05-05,prueba,6.5,Las Vocales y Consonantes
Nicolás Jara Ríos,10000015-6,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-05-12,tarea,4.8,Figuras Geométricas
Nicolás Jara Ríos,10000015-6,1ro Básico,A,Historia,Prof. Claudia Soto,2025-05-20,tarea,6.5,Mi Familia y Comunidad
Nicolás Jara Ríos,10000015-6,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-06-03,prueba,4.4,Lectura de Palabras
Nicolás Jara Ríos,10000015-6,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-06-10,prueba,6.1,Números hasta el 50
Nicolás Jara Ríos,10000015-6,1ro Básico,A,Ciencias,Prof. Roberto Muñoz,2025-06-18,tarea,4.8,El Cuerpo Humano
Florencia Campos Molina,10000016-4,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-03-15,prueba,7.0,Números hasta el 20
Florencia Campos Molina,10000016-4,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-03-20,tarea,5.7,Comprensión Lectora
Florencia Campos Molina,10000016-4,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-04-10,prueba,4.5,Suma y Resta Básica
Florencia Campos Molina,10000016-4,1ro Básico,A,Ciencias,Prof. Roberto Muñoz,2025-04-15,tarea,4.4,Los Seres Vivos
Florencia Campos Molina,10000016-4,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-05-05,prueba,4.8,Las Vocales y Consonantes
Florencia Campos Molina,10000016-4,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-05-12,tarea,5.6,Figuras Geométricas
Florencia Campos Molina,10000016-4,1ro Básico,A,Historia,Prof. Claudia Soto,2025-05-20,tarea,4.3,Mi Familia y Comunidad
Florencia Campos Molina,10000016-4,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-06-03,prueba,6.7,Lectura de Palabras
Florencia Campos Molina,10000016-4,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-06-10,prueba,6.0,Números hasta el 50
Florencia Campos Molina,10000016-4,1ro Básico,A,Ciencias,Prof. Roberto Muñoz,2025-06-18,tarea,5.1,El Cuerpo Humano
Gabriel Ponce Álvarez,10000017-2,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-03-15,prueba,5.4,Números hasta el 20
Gabriel Ponce Álvarez,10000017-2,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-03-20,tarea,4.6,Comprensión Lectora
Gabriel Ponce Álvarez,10000017-2,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-04-10,prueba,4.9,Suma y Resta Básica
Gabriel Ponce Álvarez,10000017-2,1ro Básico,A,Ciencias,Prof. Roberto Muñoz,2025-04-15,tarea,6.2,Los Seres Vivos
Gabriel Ponce Álvarez,10000017-2,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-05-05,prueba,4.4,Las Vocales y Consonantes
Gabriel Ponce Álvarez,10000017-2,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-05-12,tarea,5.9,Figuras Geométricas
Gabriel Ponce Álvarez,10000017-2,1ro Básico,A,Historia,Prof. Claudia Soto,2025-05-20,tarea,5.6,Mi Familia y Comunidad
Gabriel Ponce Álvarez,10000017-2,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-06-03,prueba,6.2,Lectura de Palabras
Gabriel Ponce Álvarez,10000017-2,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-06-10,prueba,5.9,Números hasta el 50
Gabriel Ponce Álvarez,10000017-2,1ro Básico,A,Ciencias,Prof. Roberto Muñoz,2025-06-18,tarea,4.8,El Cuerpo Humano
Trinidad Valdés Sandoval,10000018-0,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-03-15,prueba,6.0,Números hasta el 20
Trinidad Valdés Sandoval,10000018-0,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-03-20,tarea,6.3,Comprensión Lectora
Trinidad Valdés Sandoval,10000018-0,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-04-10,prueba,6.6,Suma y Resta Básica
Trinidad Valdés Sandoval,10000018-0,1ro Básico,A,Ciencias,Prof. Roberto Muñoz,2025-04-15,tarea,6.7,Los Seres Vivos
Trinidad Valdés Sandoval,10000018-0,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-05-05,prueba,4.3,Las Vocales y Consonantes
Trinidad Valdés Sandoval,10000018-0,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-05-12,tarea,5.9,Figuras Geométricas
Trinidad Valdés Sandoval,10000018-0,1ro Básico,A,Historia,Prof. Claudia Soto,2025-05-20,tarea,5.0,Mi Familia y Comunidad
Trinidad Valdés Sandoval,10000018-0,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-06-03,prueba,5.4,Lectura de Palabras
Trinidad Valdés Sandoval,10000018-0,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-06-10,prueba,6.6,Números hasta el 50
Trinidad Valdés Sandoval,10000018-0,1ro Básico,A,Ciencias,Prof. Roberto Muñoz,2025-06-18,tarea,5.3,El Cuerpo Humano
Maximiliano Bravo Navarro,10000019-9,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-03-15,prueba,6.7,Números hasta el 20
Maximiliano Bravo Navarro,10000019-9,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-03-20,tarea,6.1,Comprensión Lectora
Maximiliano Bravo Navarro,10000019-9,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-04-10,prueba,6.1,Suma y Resta Básica
Maximiliano Bravo Navarro,10000019-9,1ro Básico,A,Ciencias,Prof. Roberto Muñoz,2025-04-15,tarea,5.8,Los Seres Vivos
